"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"Functional Programming in Java: Harnessing the Power of Java 8 Lambda Expressions","Venkat Subramaniam","20","4.15","205","2013"
"AngularJS","Brad Green","20","3.56","496","2013"
"The Healthy Programmer","Joe Kutner","20","3.76","441","2013"
"The Tangled Web: A Guide to Securing Modern Web Applications","Michal Zalewski","20","4.06","527","2011"
"Designing Web Usability","Jakob Nielsen","20","3.82","1168","2000"
"Introduction to Functional Programming","Richard S. Bird","20","4.08","84","1988"
"Security Engineering: A Guide to Building Dependable Distributed Systems","Ross J. Anderson","20","4.21","651","nan"
"REST API Design Rulebook","Mark Masse","20","3.35","265","2011"
"HTML5 and CSS3: Develop with Tomorrow's Standards Today","Brian P. Hogan","20","3.57","154","2010"
"The Rails 3 Way","Obie Fernandez","20","3.93","290","2010"
"Cuda by Example: An Introduction to General-Purpose Gpu Programming","Jason Sanders","20","4.09","163","2010"
"The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage","Clifford Stoll","20","4.27","12573","1989"
"Introducing HTML5","Bruce  Lawson","20","3.98","776","2010"
"Game Programming Gems","Mark DeLoura","20","3.99","113","2000"
"Where Wizards Stay Up Late: The Origins of the Internet","Katie Hafner","20","3.92","4460","1996"
"Learning Java","Patrick Niemeyer","20","3.66","204","1996"
"Pragmatic Unit Testing in C# with NUnit","Andy Hunt","20","3.69","156","2004"
"MySQL Cookbook","Paul DuBois","20","3.97","179","2002"
"Ruby for Rails: Ruby Techniques for Rails Developers","David A. Black","20","3.78","179","2006"
"Pro JavaScript Design Patterns","Ross Harmes","20","4.08","176","2007"
"Linux Pocket Guide","Daniel J. Barrett","19","4.06","598","2004"
"Think Java: How to Think Like a Computer Scientist","Allen B. Downey","19","3.88","153","2016"
"Programming F# 3.0","Chris Smith","19","3.83","120","2009"
"Hello World: Being Human in the Age of Algorithms","Hannah Fry","19","4.13","9154","2018"
"Modern C","Jens Gustedt","19","3.7","61","nan"
"Grokking Deep Learning","Andrew W. Trask","19","4.27","202","nan"
"A Byte of Python","Swaroop C.H.","19","4.08","370","2004"
"Mining of Massive Datasets","Anand Rajaraman","19","4.36","231","2011"
"JavaScript Enlightenment","Cody Lindley","19","3.56","188","2012"
"Seven More Languages in Seven Weeks","Bruce A. Tate","19","3.59","81","2014"
"Functional Reactive Programming","Stephen Blackheath","19","3.68","37","2015"
"Just Enough Software Architecture: A Risk-Driven Approach","George H. Fairbanks","19","3.46","168","2010"
"The Garbage Collection Handbook: The Art of Automatic Memory Management","Richard        Jones","19","4.4","47","2010"
"Scrum: a Breathtakingly Brief and Agile Introduction","Chris  Sims","19","3.95","3252","2012"
"Data Structures and Algorithms in Python","Michael T. Goodrich","19","4.15","137","2012"
"The Senior Software Engineer","David B. Copeland","19","3.81","172","2013"
"Machine Learning: A Probabilistic Perspective","Kevin P. Murphy","19","4.35","496","nan"
"Developing Backbone.js Applications","Addy Osmani","19","3.69","192","2012"
"Practical Foundations for Programming Languages","Robert Harper","19","3.96","55","2012"
"Agile Retrospectives: Making Good Teams Great","Esther Derby","19","3.94","2396","2006"
"The Systems Bible: The Beginner's Guide to Systems Large and Small: Being the Third Edition of Systemantics","John Gall","19","3.97","835","1977"
"Database System Concepts","Abraham Silberschatz","19","3.77","530","1987"
"Patterns of Software: Tales from the Software Community","Richard P. Gabriel","19","3.84","132","1996"
"C Interfaces and Implementations: Techniques for Creating Reusable Software","David R. Hanson","19","4.17","64","1996"
"OpenGL Programming Guide: The Official Guide to Learning OpenGL, Version 2","Dave Shreiner","19","3.68","133","1999"
"R in Action","Robert Kabacoff","19","4.2","259","2011"
"Pragmatic Guide to Git","Travis Swicegood","19","3.74","181","2010"
"Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems","Steve Krug","19","4.13","4201","2009"
"Test Driven: Practical TDD and Acceptance TDD for Java Developers","Lasse Koskela","19","3.83","156","2007"
"3D Math Primer for Graphics and Game Development","Fletcher Dunn","19","4.14","206","2002"
"Lex & Yacc","John R. Levine","19","3.68","127","1990"
"The Humane Interface: New Directions for Designing Interactive Systems","Jef Raskin","19","4.01","1012","2000"
"The Implementation","Gary R. Wright","19","4.25","318","1995"
"Linux in a Nutshell","Ellen Siever","19","3.92","753","1999"
"Learning Processing: A Beginner's Guide to Programming Images, Animation, and Interaction","Daniel Shiffman","19","4.27","252","2008"
"Thinking in C++, Vol. 2: Practical Programming","Bruce Eckel","19","4.12","203","2003"
"Learning GNU Emacs","Debra Cameron","19","3.64","320","1991"
"Code That Fits in Your Head: Heuristics for Software Engineering","Mark Seemann","18","4.1","138","nan"
"Software Design for Flexibility: How to Avoid Programming Yourself Into a Corner","Chris Hanson","18","3.36","33","nan"
"You Don't Know JS Yet: Get Started","Kyle Simpson","18","4.32","198","nan"
"Beyond Legacy Code","David Scott Bernstein","18","3.89","96","2015"
"Rust in Action","T.S. McNamara","18","3.83","129","nan"
"Getting Started with Processing","Casey Reas","18","3.91","321","2010"
"Arduino Cookbook","Michael Margolis","18","4.01","434","2010"
"C# 7.0 in a Nutshell: The Definitive Reference","Joseph Albahari","18","4.58","95","nan"
"Reactive Programming with RxJava: Creating Asynchronous, Event-Based Applications","Tomasz Nurkiewicz","18","4.39","168","2016"
"Neural Networks and Deep Learning","Michael Nielsen","18","4.56","361","2013"
"Type-Driven Development with Idris","Edwin Brady","18","4.48","99","2017"
"Big Data: Principles and best practices of scalable realtime data systems","Nathan Marz","18","3.84","467","2012"
"I Heart Logs: Event Data, Stream Processing, and Data Integration","Jay Kreps","18","3.86","339","2014"
"The Docker Book: Containerization is the new virtualization","James Turnbull","18","3.93","703","2014"
"A Software Engineer Learns HTML5, JavaScript and jQuery: A guide to standards-based web applications","Dane Cameron","18","3.87","223","2013"
"C: The Complete Reference","Herbert Schildt","18","4.17","210","1987"
"Understanding and Using C Pointers","Richard  Reese","18","4.16","158","2013"
"Lean UX: Applying Lean Principles to Improve User Experience","Jeff Gothelf","18","3.99","6063","2012"
"Programming Languages: Application and Interpretation","Shriram Krishnamurthi","18","4.04","28","2007"
"Refactoring Databases: Evolutionary Database Design","Scott W. Ambler","18","3.73","180","2006"
"What Is Node?","Brett McLaughlin","18","3.37","617","2011"
"Common LISP: A Gentle Introduction to Symbolic Computation","David S. Touretzky","18","4.15","127","1984"
"Camel in Action","Claus Ibsen","18","4.12","163","2010"
"Test-Driven JavaScript Development","Christian Johansen","18","3.66","114","2010"
"Programming Android: Java Programming for the New Generation of Mobile Devices","Zigurd Mednieks","18","3.7","194","2010"
"Machine Learning","Tom M. Mitchell","18","4.06","824","1986"
"Introduction to Automata Theory, Languages, and Computation","John E. Hopcroft","18","4.04","635","1979"
"Maven: The Definitive Guide","Sonatype Company","18","3.53","180","2008"
"Debugging the Development Process: Practical Strategies for Staying Focused, Hitting Ship Dates, and Building Solid Teams","Steve Maguire","18","4.17","166","1994"
"Linux Device Drivers","Jonathan Corbet","18","4.13","256","2005"
"Beginning Linux Programming","Neil Matthew","18","3.77","154","nan"
"The Scheme Programming Language","R. Kent Dybvig","18","3.94","102","1987"
"Advanced Rails Recipes","Mike Clark","18","3.77","115","2007"
"Numerical Recipes in C: The Art of Scientific Computing","William H. Press","18","4.18","244","1988"
"New Programmer's Survival Manual","Joshua Carter","17","3.73","118","2011"
"C++ GUI Programming with Qt 4","Jasmin Blanchette","17","3.79","138","2007"
"Introducing Elixir: Getting Started in Functional Programming","Simon St.Laurent","17","3.5","103","2013"
"Intermediate Perl","Randal L. Schwartz","17","4.01","211","2003"
"Code Reviews 101","Giuliana Carullo","17","3.9","10","nan"
"Functional Programming in JavaScript","Luis Atencio","17","4.22","132","nan"
"Learn More Python 3 the Hard Way: The Next Step for New Python Programmers","Zed A. Shaw","17","3.7","74","2016"
"Docker in Action","Jeff Nickoloff","17","3.78","243","2015"
"Swift Programming: The Big Nerd Ranch Guide","Matthew Mathias","17","4.21","202","2015"
"Data Mining: Practical Machine Learning Tools and Techniques","Ian H. Witten","17","3.89","772","1999"
"Java: A Beginner's Guide","Herbert Schildt","17","4.0","412","2005"
"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution","Walter Isaacson","17","4.1","34946","2014"
"Competitive Programming 3","Steven Halim","17","4.53","126","2013"
"The Little Go Book","Karl Seguin","17","3.96","191","2014"
"ggplot2: Elegant Graphics for Data Analysis","Hadley Wickham","17","4.35","338","2009"
"Scalable and Modular Architecture for CSS","Jonathan Snook","17","4.04","378","2011"
"How to Stop Sucking and Be Awesome Instead","Jeff Atwood","17","3.95","286","2013"
"The Art of Software Testing","Glenford J. Myers","17","3.65","243","1979"
"CSS3: The Missing Manual","David Sawyer McFarland","17","4.11","285","2012"
"The Art of Scalability: Scalable Web Architecture, Processes, and Organizations for the Modern Enterprise","Martin L. Abbott","17","3.98","331","2009"
"Becoming a Technical Leader: An Organic Problem-Solving Approach","Gerald M. Weinberg","17","4.09","974","1986"
"PostgreSQL: Up and Running","Regina O. Obe","17","3.79","189","2012"
"Let Us C","Yashavant P. Kanetkar","17","4.13","921","2002"
"Working with UNIX Processes","Jesse Storimer","17","4.08","193","2011"
"Programming in Python 3: A Complete Introduction to the Python Language","Mark Summerfield","17","3.73","176","2008"
"Program or Be Programmed: Ten Commands for a Digital Age","Douglas Rushkoff","17","3.71","1855","2010"
"JavaScript Web Applications","Alex MacCaw","17","3.88","243","2011"
"More Effective C#: 50 Specific Ways to Improve Your C#","Bill Wagner","17","4.1","144","nan"
"Duma Key","Stephen King","17","3.96","115029","2008"
"Programmers at Work: Interviews With 19 Programmers Who Shaped the Computer Industry","Susan Lammers","17","4.12","144","1986"
"The Career Programmer: Guerilla Tactics for an Imperfect World","Christopher   Duncan","17","3.21","71","2002"
"Programming Scala","Venkat Subramaniam","17","3.35","105","2009"
"Lucene in Action","Erik Hatcher","17","3.87","152","2004"
"Expert Python Programming","Tarek Ziadé","17","3.52","83","2008"
"Higher-Order Perl: Transforming Programs with Programs","Mark Jason Dominus","17","4.24","147","2005"
"The Timeless Way of Building","Christopher W. Alexander","17","4.36","2212","1978"
"Everyday Scripting with Ruby","Brian Marick","17","3.53","90","2007"
"Common LISP: The Language","Guy L. Steele Jr.","17","4.23","93","1984"
"MySQL","Paul DuBois","17","3.91","222","1999"
"Exceptional C++ Style: 40 New Engineering Puzzles, Programming Problems, and Solutions","Herb Sutter","17","4.18","104","2004"
"Learning XML","Erik T. Ray","17","3.63","166","2001"
"Learning Ruby","Michael J.  Fitzgerald","17","3.58","102","2007"
"Dynamic HTML: The Definitive Reference: The Definitive Reference","Danny Goodman","17","3.89","159","1998"
"System Design Interview – An Insider's Guide: Volume 2","Alex Xu","16","4.44","116","nan"
"Working in Public: The Making and Maintenance of Open Source Software","Nadia Eghbal","16","3.99","661","2020"
"Five Lines of Code: How and when to refactor","Christian Clausen","16","4.12","33","nan"
"A Programmer's Guide to Computer Science: A virtual degree for the self-taught developer","William M. Springer II","16","3.4","67","nan"
"A Practical Guide to Linux Commands, Editors, and Shell Programming","Mark G. Sobell","16","4.01","321","2005"
"Learning jQuery","Jonathan Chaffer","16","3.91","126","2007"
"Learning Spark: Lightning-Fast Big Data Analysis","Holden Karau","16","3.91","549","2013"
"Using Docker","Adrian Mouat","16","3.98","190","2015"
"Composing Software","Eric Elliott","16","3.89","122","nan"
"Docker Deep Dive","Nigel Poulton","16","4.14","353","2017"
"Data and Reality","William Kent","16","3.98","149","1978"
"Algorithms Illuminated","Tim Roughgarden","16","4.41","184","nan"
"Fullstack React: The Complete Guide to ReactJS and Friends","Anthony Accomazzo","16","4.23","152","nan"
"High-Performance Java Persistence","Vlad Mihalcea","16","4.4","86","nan"
"Python for Finance: Analyze Big Financial Data","Yves Hilpisch","16","3.82","150","2012"
"Go in Practice","Matt Butcher","16","3.83","109","2015"
"Living Clojure","Carin Meier","16","3.91","145","2015"
"Mazes for Programmers: Code Your Own Twisty Little Passages","Jamis Buck","16","4.3","96","2015"
"Two Scoops of Django: Best Practices for Django 1.8","Daniel Roy Greenfeld","16","4.47","244","2015"
"Superintelligence: Paths, Dangers, Strategies","Nick Bostrom","16","3.87","16356","2014"
"Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","16","4.13","968","2013"
"Web Development with Node and Express: Leveraging the JavaScript Stack","Ethan  Brown","16","3.98","187","2014"
"The Twelve-Factor App","Adam Wiggins","16","4.22","195","2012"
"Raspberry Pi User Guide","Eben Upton","16","3.82","523","2012"
"Writing Idiomatic Python 2.7.3","Jeff Knupp","16","4.12","148","2013"
"MongoDB Applied Design Patterns","Rick Copeland","16","3.69","100","2013"
"Effective Unit Testing","Lasse Koskela","16","3.82","115","2012"
"Web Operations: Keeping the Data on Time","John Allspaw","16","4.09","340","2010"
"Functional Programming for the Object-Oriented Programmer","Brian Marick","16","3.82","78","2012"
"Mobile First","Luke Wroblewski","16","3.91","2095","2011"
"Turing's Cathedral: The Origins of the Digital Universe","George Dyson","16","3.59","4396","2012"
"Machine Learning in Action","Peter   Harrington","16","3.76","238","2011"
"The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling","Ralph Kimball","16","4.16","851","1996"
"Head First Programming: A Learner's Guide to Programming Using the Python Language","Paul  Barry","16","3.86","147","2008"
"Java for Dummies [With CDROM]","Barry Burd","16","3.67","245","2006"
"The Little MLer","Matthias Felleisen","16","3.89","61","1997"
"Programming Concurrency on the JVM","Venkat Subramaniam","16","3.88","116","2011"
"Pro Django","Marty Alchin","16","4.01","112","2008"
"Software Engineering: A Practitioner's Approach","Roger S. Pressman","16","3.73","889","1982"
"Advanced C++ Programming Styles and Idioms","James O. Coplien","16","3.82","74","1992"
"Learn Objective-C on the Mac","Mark Dalrymple","16","3.91","136","2008"
"Getting Started with Arduino","Massimo Banzi","16","3.82","1007","2008"
"Pro JavaScript Techniques","John Resig","16","4.04","198","2006"
"Head First EJB","Kathy Sierra","16","3.91","168","2003"
"Object Oriented Software Engineering: A Use Case Driven Approach","Ivar Jacobson","16","3.81","145","1992"
"Web Database Applications with PHP and MySQL","Hugh E. Williams","16","3.84","300","2002"
"Programming WCF Services","Juval Lowy","15","3.76","255","2007"
"Good Code, Bad Code","Tom  Long","15","4.23","44","nan"
"Infrastructure as Code: Managing Servers in the Cloud","Kief Morris","15","4.18","368","2015"
"Object Design Style Guide","Matthias Noback","15","4.37","99","nan"
"Data Structures and Algorithms Made Easy in Java: 700 Data Structure and Algorithmic Puzzles","Narasimha Karumanchi","15","4.15","460","2011"
"CSS in Depth","Keith J. Grant","15","4.53","131","nan"
"Functional-Light JavaScript: Pragmatic, Balanced FP in JavaScript","Kyle Simpson","15","4.23","159","nan"
"Designing Event-Driven Systems","Ben Stopford","15","3.86","296","nan"
"Guide to Competitive Programming: Learning and Improving Algorithms Through Contests","Antti Laaksonen","15","4.04","49","nan"
"Kubernetes: Up & Running","Kelsey Hightower","15","4.04","970","2016"
"Metaprogramming Elixir","Chris McCord","15","4.37","156","2015"
"BDD in Action: Behavior-driven development for the whole software lifecycle","John Ferguson Smart","15","4.07","188","2014"
"Writing High-Performance .NET Code","Ben  Watson","15","4.3","277","2014"
"Linux Bible","Christopher Negus","15","4.26","384","2005"
"Design Patterns Explained Simply","Alexander Shvets","15","3.89","117","nan"
"High Performance MySQL: Optimization, Backups, and Replication","Baron Schwartz","15","4.38","226","2008"
"Data Science for Business: What you need to know about data mining and data-analytic thinking","Foster Provost","15","4.14","2153","2013"
"The Society of Mind","Marvin Minsky","15","4.04","3222","1985"
"Geek Sublime: The Beauty of Code, the Code of Beauty","Vikram Chandra","15","3.26","981","2013"
"Quantum Computing Since Democritus","Scott Aaronson","15","4.16","903","2013"
"Pattern-Oriented Software Architecture Volume 1: A System of Patterns","Frank Buschmann","15","3.89","213","1996"
"JavaScript and HTML5 Now","Kyle Simpson","15","3.48","494","2012"
"Introduction to Information Retrieval","Christopher D. Manning","15","4.2","382","2008"
"Learn C The Hard Way","Zed A. Shaw","15","4.03","152","2015"
"Scala Cookbook","Alvin Alexander","15","3.97","145","2013"
"Getting Started with OAuth 2.0","Ryan Boyd","15","3.51","185","2011"
"The Manga Guide to Databases","Mana Takahashi","15","4.06","426","2005"
"Learn Ruby the Hard Way","Zed A. Shaw","15","3.74","162","2011"
"Mindstorms: Children, Computers, And Powerful Ideas","Seymour Papert","15","4.31","751","1980"
"Professional Android 4 Application Development","Reto Meier","15","3.92","218","2012"
"Lean from the Trenches","Henrik Kniberg","15","4.21","965","2011"
"The Shellcoder's Handbook: Discovering and Exploiting Security Holes","Jack Koziol","15","4.14","313","2004"
"Management 3.0: Leading Agile Developers, Developing Agile Leaders","Jurgen Appelo","15","4.14","2602","2010"
"Professional WordPress: Design and Development","Brad Williams","15","3.88","328","2010"
"Herding Cats: A Primer for Programmers Who Lead Programmers","J. Hank Rainwater","15","3.35","418","2002"
"The Node Beginner Book","Manuel Kiessling","15","3.6","259","2011"
"CoffeeScript","Trevor Burnham","15","3.68","137","2011"
"The Python Standard Library by Example","Doug Hellmann","15","4.24","82","2011"
"The Art of Debugging with GDB, DDD and Eclipse","Norman Matloff","15","3.95","95","2007"
"API Design for C++","Martin Reddy","15","4.1","145","1996"
"Building Scalable Web Sites","Cal Henderson","15","3.74","301","2006"
"Algorithms of the Intelligent Web","Haralambos Marmanis","15","3.61","127","2009"
"Java Web Services: Up and Running","Martin Kalin","15","3.4","130","2009"
"To Mock a Mockingbird and Other Logic Puzzles","Raymond M. Smullyan","15","4.17","325","1985"
"An Introduction to Database Systems","C.J. Date","15","3.91","362","nan"
"Smart and Gets Things Done: Joel Spolsky's Concise Guide to Finding the Best Technical Talent","Joel Spolsky","15","4.0","1079","2007"
"The Haskell School of Expression: Learning Functional Programming Through Multimedia","Paul Hudak","15","3.67","105","2000"
"Java & XML","Brett McLaughlin","15","3.22","86","2000"
"Object-Oriented Design Heuristics","Arthur J. Riel","15","4.12","96","1996"
"Practical C++ Programming","Steve Oualline","15","3.58","113","1995"
"Programming Groovy","Venkat Subramaniam","15","3.77","133","2008"
"Regular Expression Pocket Reference: Regular Expressions for Perl, Ruby, PHP, Python, C, Java and .NET","Tony Stubblebine","15","4.05","147","2007"
"JavaScript Bible","Danny Goodman","15","3.7","165","1996"
"Essential PHP Security","Chris Shiflett","15","4.05","185","2005"
"14 Habits of Highly Productive Developers","Zeno Rocha","14","4.04","511","nan"
"Learning GraphQL: Declarative Data Fetching for Modern Web Apps","Eve Porcello","14","3.73","201","nan"
"Async in C# 5.0","Alex Davies","14","4.17","186","2012"
"Clean Craftsmanship: Disciplines, Standards, and Ethics","Robert C. Martin","14","4.32","117","nan"
"Data-Oriented Programming Unlearning objects","Yehonathan Sharvit","14","3.79","48","nan"
"Righting Software","Juval Lowy","14","3.66","121","nan"
"The Unwritten Laws of Business","W.J.  King","14","3.99","5528","1944"
"Streaming Systems","Tyler Akidau","14","3.89","140","nan"
"Head First Kotlin: A Brain-Friendly Guide","Dawn Griffiths","14","4.31","109","nan"
"Elements of Programming Interviews in Java: The Insiders' Guide","Adnan Aziz","14","4.47","152","2015"
"Clean Code in Python: Refactor your legacy codebase","Mariano Anaya","14","4.14","91","nan"
"Designing Web APIs: Building APIs That Developers Love","Brenda Jin","14","4.07","142","nan"
"Functional Programming for Java Developers: Tools for Better Concurrency, Abstraction, and Agility","Dean Wampler","14","3.27","125","2011"
"The Site Reliability Workbook: Practical Ways to Implement SRE","Betsy Beyer","14","4.33","308","nan"
"Cloud Native Patterns: Designing change-tolerant software","Cornelia Davis","14","4.17","114","nan"
"High Performance MySQL: Optimization, Backups, Replication, and More","Baron Schwartz","14","4.11","151","2009"
"Serious Cryptography: A Practical Introduction to Modern Encryption","Jean-Philippe Aumasson","14","4.31","298","nan"
"Mastering Ethereum: Building Smart Contracts and DApps","Andreas M. Antonopoulos","14","4.32","460","nan"
"Elements of Clojure","Zachary Tellman","14","4.23","149","nan"
"Bayesian Methods for Hackers: Probabilistic Programming and Bayesian Inference","Cameron Davidson-Pilon","14","4.05","184","2014"
"You Don't Know JS","Kyle Simpson","14","4.51","104","nan"
"Debugging Teams: Better Productivity Through Collaboration","Brian W. Fitzpatrick","14","4.09","660","2015"
"Are Your Lights On?: How to Figure Out What the Problem Really is","Donald C. Gause","14","4.0","925","1982"
"Unity in Action","Joseph  Hocking","14","4.2","117","nan"
"Hello, Startup: A Programmer's Guide to Building Products, Technologies, and Teams","Yevgeniy Brikman","14","4.49","367","2015"
"Two Scoops of Django: Best Practices for Django 1.5","Daniel Roy Greenfeld","14","4.22","259","2013"
"Elasticsearch: The Definitive Guide: A Distributed Real-Time Search and Analytics Engine","Clinton Gormley","14","4.25","266","2014"
"What Every Web Developer Should Know About HTTP","K. Scott Allen","14","4.19","536","2012"
"Hacking Secret Ciphers with Python","Al Sweigart","14","4.09","99","2013"
"Metaprogramming Ruby 2: Program Like the Ruby Pros","Paolo Perrotta","14","4.56","198","2014"
"Build Your Own Lisp","Daniel Holden","14","4.13","70","2014"
"Ruby Science","Thoughtbot","14","3.99","68","nan"
"Agile!: The Good, the Hype and the Ugly","Bertrand Meyer","14","4.06","158","2014"
"The Elements of Style","William Strunk Jr.","14","4.18","80721","1918"
"Responsive Web Design with HTML5 and CSS3","Ben Frain","14","3.8","287","2015"
"Coding the Matrix: Linear Algebra through Computer Science Applications","Philip N. Klein","14","4.19","124","2013"
"Learn Vimscript the Hard Way","Steve Losh","14","4.25","83","nan"
"Jumping into C++","Alex Allain","14","4.04","135","2013"
"Learn Windows PowerShell 3 in a Month of Lunches","Don Jones","14","4.3","452","2011"
"Discover Meteor: Building Real-Time JavaScript Web Apps","Tom  Coleman","14","4.35","104","nan"
"The Busy Coder's Guide To Android Development","Mark L. Murphy","14","4.25","101","2012"
"Learning PHP Design Patterns","William  Sanders","14","3.24","75","2013"
"Redis in Action","Josiah L. Carlson","14","3.64","107","2013"
"Everyday Rails Testing with RSpec","Aaron Sumner","14","4.1","155","nan"
"What is HTML 5?","Brett McLaughlin","14","3.34","790","2011"
"Sams Teach Yourself C++ in One Hour a Day","Siddhartha Rao","14","4.17","121","2008"
"Single Page Web Applications","Michael S. Mikowski","14","3.67","117","2012"
"The Google Resume: How to Prepare for a Career and Land a Job at Apple, Microsoft, Google, or Any Top Tech Company","Gayle Laakmann McDowell","14","3.78","715","2011"
"The Book of CSS3: A Developer's Guide to the Future of Web Design","Peter Gasston","14","4.09","193","2011"
"The Elements of User Experience: User-Centered Design for the Web","Jesse James Garrett","14","4.0","4021","2002"
"R in a Nutshell: A Desktop Quick Reference","Joseph Adler","14","3.71","206","2009"
"Pro ASP.NET MVC 3 Framework","Adam   Freeman","14","4.06","193","2011"
"JUnit in Action","Vincent Massol","14","3.55","128","2003"
"Graphics Programming Black Book","Michael Abrash","14","4.39","82","1997"
"CSS Cookbook","Christopher Schmitt","14","3.88","222","2004"
"A Theory of Fun for Game Design","Raph Koster","14","3.93","2989","2004"
"Generative Art: A Practical Guide Using Processing","Matt Pearson","14","3.97","178","2011"
"Programming Entity Framework","Julia Lerman","14","3.87","151","2009"
"Practical Clojure","Luke VanderHart","14","3.52","92","2010"
"DSLs in Action","Debasish Ghosh","14","3.47","60","2010"
"Pro C# 2010 and the .NET 4 Platform","Andrew Troelsen","14","4.0","213","2009"
"Driving Technical Change","Terrence Ryan","14","3.16","231","2010"
"Beyond Software Architecture: Creating and Sustaining Winning Solutions","Luke Hohmann","14","3.74","145","2003"
"Applying Domain-Driven Design and Patterns : With Examples in C# and .NET","Jimmy Nilsson","14","3.57","226","2006"
"Pragmatic Version Control Using Git","Travis Swicegood","14","3.56","165","2008"
"The Art of Deception: Controlling the Human Element of Security","Kevin D. Mitnick","14","3.76","6487","2001"
"Distributed Systems: Principles and Paradigms","Andrew S. Tanenbaum","14","3.99","378","2001"
"Mastering Algorithms with C","Kyle Loudon","14","3.89","120","1999"
"Advanced Perl Programming","Sriram Srinivasan","14","3.95","208","1997"
"Linkers and Loaders","John R. Levine","14","4.09","143","1999"
"Perl Best Practices: Standards and Styles for Developing Maintainable Code","Damian Conway","14","4.28","272","2005"
"Discrete Mathematics and Its Applications","Kenneth H. Rosen","14","3.89","1442","2000"
"Python Distilled","David M Beazley","13","4.43","28","nan"
"The Big Book of Small Python Projects","Al Sweigart","13","4.37","38","nan"
"Algorithmic Thinking: A Problem-Based Introduction","Daniel Zingaro","13","4.36","22","nan"
"The Software Architect Elevator: Transforming Enterprises with Technology and Business Architecture","Gregor Hohpe","13","4.44","317","2020"
"Java Application Architecture: Modularity Patterns with Examples Using OSGi","Kirk Knoernschild","13","3.92","86","2012"
"Shape Up: Stop Running in Circles and Ship Work that Matters","Ryan Singer","13","4.31","2013","2019"
"Java Network Programming","Elliotte Rusty Harold","13","3.57","122","1997"
"The Art of Doing Science and Engineering: Learning to Learn","Richard Hamming","13","4.19","876","1996"
"ASP.NET Core in Action","Andrew Lock","13","4.54","96","2018"
"Make Your Own Neural Network: An In-depth Visual Introduction For Beginners","Michael Taylor","13","4.04","157","2017"
"Modern Vim: Craft Your Development Environment with Vim 8 and Neovim","Drew Neil","13","3.77","134","2018"
"Life in Code: A Personal History of Technology","Ellen Ullman","13","3.95","1082","2017"
"Ruby on Rails Tutorial: Learn Web Development with Rails","Michael Hartl","13","4.3","558","2012"
"A Mind for Numbers: How to Excel at Math and Science","Barbara Oakley","13","4.21","18301","2014"
"Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days","Jake Knapp","13","4.2","19914","2016"
"Developer Testing: Building Quality Into Software","Alexander Tarlinder","13","3.92","61","2015"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","Cathy O'Neil","13","3.89","23912","2016"
"Go Web Programming","Sau Sheong Chang","13","3.7","83","2016"
"Effective Debugging: 66 Specific Ways to Debug Software and Systems","Diomidis Spinellis","13","4.11","61","2016"
"Getting MEAN with Mongo, Express, Angular, and Node","Simon Holmes","13","4.23","100","2015"
"Exploring ES6","Axel Rauschmayer","13","4.3","77","2015"
"C++ in a Nutshell: A Desktop Quick Reference","Ray Lischner","13","3.76","75","2003"
"How to Make Mistakes in Python","Mike Pirnat","13","3.43","86","2015"
"Domain-Driven Design in PHP","Carlos Buenosvinos","13","4.44","159","nan"
"Functional Programming in Python","David Mertz","13","3.55","74","2015"
"Thinking Functionally with Haskell","Richard S. Bird","13","4.03","61","2014"
"Introduction to the Design and Analysis of Algorithms","Anany V. Levitin","13","3.94","208","2002"
"Game Programming Algorithms and Techniques: A Platform-Agnostic Approach","Sanjay Madhav","13","3.98","63","2013"
"Inspired: How to Create Tech Products Customers Love","Marty Cagan","13","4.25","19292","2008"
"Out of the Tar Pit","Ben Moseley","13","4.25","84","2006"
"Gradle in Action","Benjamin Muschko","13","3.48","79","2013"
"Modern C++ Programming with Test-Driven Development: Code Better, Sleep Better","Jeff Langr","13","4.42","110","2013"
"Mastering Web Application Development with AngularJS","Pawel Kozlowski","13","3.94","191","2013"
"Python in Practice: Create Better Programs Using Concurrency, Libraries, and Patterns","Mark Summerfield","13","3.83","60","2013"
"100 Things Every Designer Needs to Know about People","Susan M. Weinschenk","13","4.1","5622","2011"
"Design for Hackers","David Kadavy","13","3.74","851","2011"
"Building Machine Learning Systems with Python","Willi Richert","13","3.89","156","2013"
"Testable JavaScript","Mark Ethan Trostler","13","3.51","114","2012"
"DOM Enlightenment","Cody Lindley","13","3.99","90","2013"
"Advanced Topics in Types and Programming Languages","Benjamin C. Pierce","13","4.02","46","2004"
"Automate This: How Algorithms Came to Rule Our World","Christopher Steiner","13","3.82","3558","2012"
"ZeroMQ: Messaging for Many Applications","Pieter Hintjens","13","4.29","82","2012"
"The Pattern on the Stone: The Simple Ideas that Make Computers Work","William Daniel Hillis","13","4.04","710","1998"
